ID,Label,Name,Category,Type,Text,Front Image,Back Image,Use Count
Goals_Change_Visitor_Attitude_Or_Beliefs,Change_Visitor_Attitude_Or_Beliefs,Change_Visitor_Attitude_Or_Beliefs,Goals,,,\Textures\Questions\q_observing_players.png,\Textures\Backs\back_q_big.png,1
Goals_Change_Visiting_Party_Size,Change_Visiting_Party_Size,Change_Visiting_Party_Size,Goals,,,\Textures\Questions\q_size_of_area.png,\Textures\Backs\back_q_big.png,0
Goals_Attract_New_Demographics,Attract_New_Demographics,Attract_New_Demographics,Goals,,,\Textures\Questions\q_size_of_area.png,\Textures\Backs\back_q_big.png,2
Goals_Win_More_Funding,Win_More_Funding,Win_More_Funding,Goals,,,\Textures\Questions\q_suitable_sensors.png,\Textures\Backs\back_q_big.png,0
Goals_Reduce_Venue_Costs,Reduce_Venue_Costs,Reduce_Venue_Costs,Goals,,,\Textures\Questions\q_suitable_sensors.png,\Textures\Backs\back_q_big.png,0
Goals_More_Data-Driven_Decisions,More_Data-Driven_Decisions,More_Data-Driven_Decisions,Goals,,,\Textures\Questions\q_target_group.png,\Textures\Backs\back_q_big.png,0
Goals_Increase_Visitor_Spend,Increase_Visitor_Spend,Increase_Visitor_Spend,Goals,,,\Textures\Questions\q_target_group.png,\Textures\Backs\back_q_big.png,0
Goals_Increase_Visitor_Numbers,Increase_Visitor_Numbers,Increase_Visitor_Numbers,Goals,,,\Textures\Questions\q_theme_and_story.png,\Textures\Backs\back_q_big.png,0
Goals_Increase_Membership,Increase_Membership,Increase_Membership,Goals,,,\Textures\Questions\q_theme_and_story.png,\Textures\Backs\back_q_big.png,0
Goals_Increase_Repeat_Visits,Increase_Repeat_Visits,Increase_Repeat_Visits,Goals,,,\Textures\Questions\q__blank.png,\Textures\Backs\back_q_big.png,0
Goals_Increase_Donations,Increase_Donations,Increase_Donations,Goals,,,\Textures\Questions\q__blank.png,\Textures\Backs\back_q_big.png,0
Goals_Increase_Volunteering,Increase_Volunteering,Increase_Volunteering,Goals,,,\Textures\Challenges\c_accidents.png,\Textures\Backs\back_c_big.png,0
Goals_Increase_Visitor_Participation,Increase_Visitor_Participation,Increase_Visitor_Participation,Goals,,,\Textures\Challenges\c_accidents.png,\Textures\Backs\back_c_big.png,1
Goals_Increase_Visit_Duration,Increase_Visit_Duration,Increase_Visit_Duration,Goals,,,\Textures\Challenges\c_battery_life.png,\Textures\Backs\back_c_big.png,0
Goals_Increase_Outreach,Increase_Outreach,Increase_Outreach,Goals,,,\Textures\Challenges\c_battery_life.png,\Textures\Backs\back_c_big.png,0
Goals_Increase_Online_Visits,Increase_Online_Visits,Increase_Online_Visits,Goals,,,\Textures\Challenges\c_bland_locations.png,\Textures\Backs\back_c_big.png,0
Goals_Wider_Social_Media_Diversity,Wider_Social_Media_Diversity,Wider_Social_Media_Diversity,Goals,,,\Textures\Challenges\c_bland_locations.png,\Textures\Backs\back_c_big.png,0
Goals_More_Visitor_Ambassadors,More_Visitor_Ambassadors,More_Visitor_Ambassadors,Goals,,,\Textures\Challenges\c_confusing_interface.png,\Textures\Backs\back_c_big.png,0
Goals_Increase_Visitor_Satisfaction,Increase_Visitor_Satisfaction,Increase_Visitor_Satisfaction,Goals,,,\Textures\Challenges\c_confusing_interface.png,\Textures\Backs\back_c_big.png,1
Goals_Higher_Visitor_Satisfaction,Higher_Visitor_Satisfaction,Higher_Visitor_Satisfaction,Goals,,,\Textures\Challenges\c_critical_mass.png,\Textures\Backs\back_c_big.png,0
Goals_Greater_Brand_Awareness,Greater_Brand_Awareness,Greater_Brand_Awareness,Goals,,,\Textures\Challenges\c_critical_mass.png,\Textures\Backs\back_c_big.png,0
Goals_Further_Social_Media_Reach,Further_Social_Media_Reach,Further_Social_Media_Reach,Goals,,,\Textures\Challenges\c_disruption.png,\Textures\Backs\back_c_big.png,0
Goals_Use_Greater_Proportion_Of_Assets,Use_Greater_Proportion_Of_Assets,Use_Greater_Proportion_Of_Assets,Goals,,,\Textures\Challenges\c_disruption.png,\Textures\Backs\back_c_big.png,0
Goals_Use_Assets_In_New_Ways,Use_Assets_In_New_Ways,Use_Assets_In_New_Ways,Goals,,,\Textures\Challenges\c_dynamic_places.png,\Textures\Backs\back_c_big.png,6
Goals_Increase_Educational_Activities,Increase_Educational_Activities,Increase_Educational_Activities,Goals,,,\Textures\Challenges\c_dynamic_places.png,\Textures\Backs\back_c_big.png,0
Goals_Digitise_More_Assets,Digitise_More_Assets,Digitise_More_Assets,Goals,,,\Textures\Challenges\c_feature_creep.png,\Textures\Backs\back_c_big.png,0
Goals_Acquire_More_Diverse_Assets,Acquire_More_Diverse_Assets,Acquire_More_Diverse_Assets,Goals,,,\Textures\Challenges\c_feature_creep.png,\Textures\Backs\back_c_big.png,0
Motivations_Back,Back,Back,Motivations,,,\Textures\Challenges\c_getting_lost.png,\Textures\Backs\back_c_big.png,0
Motivations_Stimulation,Stimulation,Stimulation,Motivations,,,\Textures\Challenges\c_getting_lost.png,\Textures\Backs\back_c_big.png,4
Motivations_Escapism,Escapism,Escapism,Motivations,,,\Textures\Challenges\c_gimmicky_tech.png,\Textures\Backs\back_c_big.png,1
Motivations_Contemplation,Contemplation,Contemplation,Motivations,,,\Textures\Challenges\c_gimmicky_tech.png,\Textures\Backs\back_c_big.png,0
Motivations_To_Make_And_Do,To_Make_And_Do,To_Make_And_Do,Motivations,,,\Textures\Challenges\c_inaccurate_sensors.png,\Textures\Backs\back_c_big.png,2
Motivations_Social_Interaction,Social_Interaction,Social_Interaction,Motivations,,,\Textures\Challenges\c_inaccurate_sensors.png,\Textures\Backs\back_c_big.png,2
Motivations_Inclusion,Inclusion,Inclusion,Motivations,,,\Textures\Challenges\c_long_distances.png,\Textures\Backs\back_c_big.png,0
Motivations_Entertainment,Entertainment,Entertainment,Motivations,,,\Textures\Challenges\c_long_distances.png,\Textures\Backs\back_c_big.png,2
Motivations_Comfort_And_Warmth,Comfort_And_Warmth,Comfort_And_Warmth,Motivations,,,\Textures\Challenges\c_noise.png,\Textures\Backs\back_c_big.png,0
Motivations_Stimulate_The_Children,Stimulate_The_Children,Stimulate_The_Children,Motivations,,,\Textures\Challenges\c_noise.png,\Textures\Backs\back_c_big.png,0
Motivations_Self_Improvement,Self_Improvement,Self_Improvement,Motivations,,,\Textures\Challenges\c_overcrowding.png,\Textures\Backs\back_c_big.png,1
Motivations_Academic_Interest,Academic_Interest,Academic_Interest,Motivations,,,\Textures\Challenges\c_overcrowding.png,\Textures\Backs\back_c_big.png,1
Motivations_Wonder,Wonder,Wonder,Motivations,,,\Textures\Challenges\c_phone_zombies.png,\Textures\Backs\back_c_big.png,2
Motivations_To_Be_Moved,To_Be_Moved,To_Be_Moved,Motivations,,,\Textures\Challenges\c_phone_zombies.png,\Textures\Backs\back_c_big.png,0
Motivations_Time_Travel,Time_Travel,Time_Travel,Motivations,,,\Textures\Challenges\c_rain_and_snow.png,\Textures\Backs\back_c_big.png,1
Motivations_Personal_Relevance,Personal_Relevance,Personal_Relevance,Motivations,,,\Textures\Challenges\c_rain_and_snow.png,\Textures\Backs\back_c_big.png,0
Motivations_Nostalgia,Nostalgia,Nostalgia,Motivations,,,\Textures\Challenges\c_real_world_rules.png,\Textures\Backs\back_c_big.png,0
Motivations_Curiosity,Curiosity,Curiosity,Motivations,,,\Textures\Challenges\c_real_world_rules.png,\Textures\Backs\back_c_big.png,4
Motivations_Cultural_Identity,Cultural_Identity,Cultural_Identity,Motivations,,,\Textures\Challenges\c_relocation.png,\Textures\Backs\back_c_big.png,1
Motivations_Aesthetic_Pleasure,Aesthetic_Pleasure,Aesthetic_Pleasure,Motivations,,,\Textures\Challenges\c_relocation.png,\Textures\Backs\back_c_big.png,2
